city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
Praia Norte/TO;TO;1718303;BRA.27.104_1; 8.498 ;0,583;0,526;0,73;0,517;0,615;0,664;0,591;0,589; 0,175 ;;;;;
Jenipapo dos Vieiras/MA;MA;2105476;BRA.10.95_1; 17.040 ;0,49;0,445;0,766;0,346;0,615;0,496;0,712;0,636; 0,004 ;;;;;
Cajueiro da Praia/PI;PI;2202083;BRA.18.40_1; 7.674 ;0,546;0,551;0,739;0,4;0,615;0,667;0,644;0,533; 0,053 ;;;;;
Itapicuru/BA;BA;2916500;BRA.5.196_1; 35.883 ;0,486;0,505;0,711;0,319;0,615;0,399;0,704;0,742; 0,003 ;;;;;
Caapiranga/AM;AM;1300839;BRA.4.15_1; 13.283 ;0,569;0,544;0,775;0,436;0,614;0,696;0,632;0,514; 0,122 ;;;;;
Ponta de Pedras/PA;PA;1505700;BRA.14.95_1; 31.549 ;0,562;0,558;0,773;0,412;0,614;0,647;0,641;0,553; 0,096 ;;;;;
Manari/PE;PE;2609154;BRA.17.104_1; 21.776 ;0,487;0,477;0,682;0,354;0,613;0,492;0,636;0,712; 0,003 ;;;;;
Barreirinhas/MA;MA;2101707;BRA.10.27_1; 63.217 ;0,57;0,515;0,752;0,479;0,612;0,569;0,612;0,654; 0,125 ;;;;;
Traipu/AL;AL;2709202;BRA.2.99_1; 27.826 ;0,532;0,499;0,765;0,395;0,612;0,587;0,661;0,589; 0,031 ;;;;;
Portel/PA;PA;1505809;BRA.14.96_1; 62.945 ;0,483;0,513;0,767;0,286;0,611;0,426;0,739;0,669; 0,002 ;;;;;
Passagem Franca/MA;MA;2107902;BRA.10.134_1; 19.137 ;0,532;0,525;0,717;0,401;0,611;0,547;0,692;0,593; 0,031 ;;;;;
Governador Eugênio Barros/MA;MA;2104602;BRA.10.79_1; 16.882 ;0,572;0,55;0,736;0,462;0,611;0,672;0,618;0,542; 0,132 ;;;;;
Marechal Thaumaturgo/AC;AC;1200351;BRA.1.12_1; 19.299 ;0,501;0,479;0,726;0,361;0,61;0,465;0,747;0,617; 0,006 ;;;;;
Vila Nova dos Martírios/MA;MA;2112852;BRA.10.216_1; 13.598 ;0,581;0,555;0,718;0,491;0,61;0,603;0,653;0,575; 0,166 ;;;;;
Santa Quitéria do Maranhão/MA;MA;2110104;BRA.10.166_1; 25.764 ;0,555;0,49;0,76;0,458;0,609;0,646;0,627;0,554; 0,075 ;;;;;
Jaqueira/PE;PE;2607950;BRA.17.87_1; 11.644 ;0,575;0,557;0,751;0,454;0,609;0,474;0,655;0,697; 0,144 ;;;;;
Alvarães/AM;AM;1300029;BRA.4.1_1; 16.220 ;0,527;0,499;0,778;0,377;0,608;0,614;0,733;0,476; 0,025 ;;;;;
Acará/PA;PA;1500206;BRA.14.3_1; 55.669 ;0,506;0,517;0,757;0,332;0,607;0,537;0,628;0,655; 0,009 ;;;;;
Buriti/MA;MA;2102200;BRA.10.40_1; 28.798 ;0,548;0,479;0,714;0,48;0,607;0,509;0,59;0,723; 0,057 ;;;;;
Ilha Grande/PI;PI;2204659;BRA.18.93_1; 9.457 ;0,563;0,534;0,708;0,472;0,607;0,668;0,597;0,555; 0,101 ;;;;;
Cachoeira do Arari/PA;PA;1502004;BRA.14.30_1; 24.064 ;0,546;0,525;0,778;0,398;0,606;0,597;0,589;0,633; 0,053 ;;;;;
Baião/PA;PA;1501204;BRA.14.16_1; 48.459 ;0,578;0,538;0,77;0,467;0,606;0,771;0,531;0,516; 0,156 ;;;;;
Santa Cruz do Arari/PA;PA;1506401;BRA.14.108_1; 10.314 ;0,557;0,483;0,775;0,461;0,606;0,623;0,569;0,625; 0,080 ;;;;;
Natuba/PB;PB;2509909;BRA.15.125_1; 10.451 ;0,541;0,516;0,71;0,432;0,606;0,633;0,613;0,571; 0,043 ;;;;;
Boa Vista do Ramos/AM;AM;1300680;BRA.4.12_1; 19.626 ;0,565;0,496;0,75;0,484;0,605;0,657;0,589;0,57; 0,108 ;;;;;
Tartarugalzinho/AP;AP;1600709;BRA.3.15_1; 17.769 ;0,592;0,553;0,794;0,473;0,605;0,633;0,642;0,54; 0,214 ;;;;;
Santana do Maranhão/MA;MA;2110237;BRA.10.168_1; 13.547 ;0,51;0,445;0,758;0,394;0,605;0,384;0,706;0,725; 0,011 ;;;;;
Buriti Bravo/MA;MA;2102309;BRA.10.39_1; 23.939 ;0,59;0,539;0,752;0,506;0,605;0,652;0,592;0,57; 0,206 ;;;;;
Brejo Grande/SE;SE;2800704;BRA.26.7_1; 8.353 ;0,54;0,515;0,701;0,435;0,605;0,586;0,672;0,557; 0,042 ;;;;;
Gurupá/PA;PA;1503101;BRA.14.52_1; 33.755 ;0,509;0,51;0,777;0,333;0,604;0,501;0,701;0,611; 0,010 ;;;;;
Anapurus/MA;MA;2100808;BRA.10.13_1; 15.894 ;0,581;0,511;0,764;0,502;0,604;0,625;0,542;0,645; 0,166 ;;;;;
Itaquitinga/PE;PE;2607802;BRA.17.85_1; 17.006 ;0,586;0,554;0,715;0,509;0,604;0,713;0,551;0,547; 0,188 ;;;;;
Carneiros/AL;AL;2701803;BRA.2.19_1; 9.159 ;0,526;0,517;0,709;0,398;0,604;0,526;0,601;0,684; 0,024 ;;;;;
Nova Itarana/BA;BA;2922805;BRA.5.278_1; 8.279 ;0,524;0,508;0,729;0,389;0,604;0,391;0,694;0,726; 0,021 ;;;;;
Careiro da Várzea/AM;AM;1301159;BRA.4.18_1; 30.846 ;0,568;0,523;0,779;0,45;0,603;0,71;0,595;0,505; 0,119 ;;;;;
Breves/PA;PA;1501808;BRA.14.28_1; 103.497 ;0,503;0,524;0,778;0,312;0,603;0,493;0,685;0,63; 0,007 ;;;;;
Primavera/PA;PA;1506104;BRA.14.99_1; 10.857 ;0,577;0,571;0,772;0,435;0,603;0,599;0,586;0,624; 0,152 ;;;;;
Santa Filomena do Maranhão/MA;MA;2109759;BRA.9.199_1; 7.826 ;0,525;0,461;0,722;0,435;0,603;0,439;0,652;0,719; 0,022 ;;;;;
Colinas/MA;MA;2103505;BRA.10.61_1; 41.312 ;0,596;0,571;0,709;0,524;0,603;0,615;0,651;0,543; 0,235 ;;;;;
Peri Mirim/MA;MA;2108405;BRA.10.141_1; 14.345 ;0,599;0,506;0,744;0,572;0,602;0,635;0,582;0,59; 0,245 ;;;;;
Governador Luiz Rocha/MA;MA;2104628;BRA.10.80_1; 7.841 ;0,544;0,508;0,692;0,459;0,602;0,666;0,629;0,512; 0,049 ;;;;;
Chapadinha/MA;MA;2103208;BRA.9.64_1; 80.195 ;0,604;0,554;0,77;0,517;0,602;0,595;0,652;0,559; 0,266 ;;;;;
Itaeté/BA;BA;2915007;BRA.5.180_1; 16.110 ;0,572;0,536;0,719;0,485;0,602;0,576;0,585;0,644; 0,132 ;;;;;
Boca do Acre/AM;AM;1300706;BRA.4.13_1; 34.635 ;0,588;0,576;0,777;0,455;0,601;0,536;0,729;0,537; 0,197 ;;;;;
São Bento/MA;MA;2110500;BRA.10.172_1; 45.604 ;0,602;0,525;0,762;0,545;0,601;0,576;0,566;0,661; 0,259 ;;;;;
Miguel Alves/PI;PI;2206209;BRA.18.126_1; 33.833 ;0,539;0,533;0,742;0,396;0,601;0,583;0,611;0,61; 0,040 ;;;;;
Japorã/MS;MS;5004809;BRA.11.42_1; 9.243 ;0,526;0,547;0,791;0,337;0,601;0,453;0,815;0,536; 0,024 ;;;;;
Belágua/MA;MA;2101731;BRA.10.29_1; 7.528 ;0,512;0,417;0,707;0,455;0,6;0,525;0,626;0,648; 0,012 ;;;;;
Amontada/CE;CE;2300754;BRA.6.9_1; 43.829 ;0,606;0,503;0,761;0,582;0,6;0,621;0,547;0,632; 0,276 ;;;;;
Poção/PE;PE;2611200;BRA.17.124_1; 11.305 ;0,528;0,542;0,677;0,402;0,6;0,475;0,699;0,626; 0,026 ;;;;;
Ipixuna do Pará/PA;PA;1503457;BRA.14.56_1; 65.625 ;0,489;0,508;0,757;0,304;0,599;0,465;0,743;0,59; 0,003 ;;;;;
Afonso Cunha/MA;MA;2100105;BRA.10.2_1; 6.578 ;0,529;0,471;0,725;0,434;0,599;0,462;0,673;0,663; 0,028 ;;;;;
Canapi/AL;AL;2701605;BRA.2.17_1; 17.719 ;0,506;0,504;0,719;0,357;0,599;0,477;0,667;0,653; 0,009 ;;;;;
Silves/AM;AM;1304005;BRA.4.53_1; 9.230 ;0,632;0,546;0,791;0,584;0,598;0,7;0,563;0,532; 0,376 ;;;;;
Lagoa de São Francisco/PI;PI;2205573;BRA.18.112_1; 6.777 ;0,529;0,499;0,743;0,4;0,598;0,67;0,567;0,556; 0,028 ;;;;;
Atalaia/AL;AL;2700409;BRA.2.4_1; 47.365 ;0,561;0,545;0,752;0,431;0,598;0,488;0,709;0,598; 0,092 ;;;;;
Maracanã/PA;PA;1504307;BRA.14.66_1; 29.516 ;0,57;0,534;0,764;0,454;0,597;0,705;0,524;0,561; 0,125 ;;;;;
Sambaíba/MA;MA;2109700;BRA.10.160_1; 5.679 ;0,565;0,542;0,728;0,456;0,597;0,608;0,619;0,565; 0,108 ;;;;;
Pio Xii/MA;MA;2108702;BRA.10.145_1; 21.379 ;0,541;0,535;0,727;0,408;0,597;0,541;0,629;0,62; 0,043 ;;;;;
Betânia do Piauí/PI;PI;2201739;BRA.18.27_1; 6.210 ;0,489;0,486;0,702;0,342;0,597;0,531;0,674;0,585; 0,003 ;;;;;
Cacimbinhas/AL;AL;2701209;BRA.2.12_1; 10.889 ;0,531;0,559;0,697;0,384;0,597;0,555;0,649;0,588; 0,030 ;;;;;
Ponte Alta do Bom Jesus/TO;TO;1717800;BRA.27.100_1; 4.591 ;0,603;0,589;0,82;0,455;0,596;0,589;0,649;0,551; 0,263 ;;;;;
Milagres do Maranhão/MA;MA;2106672;BRA.10.117_1; 8.483 ;0,527;0,465;0,764;0,413;0,596;0,425;0,657;0,706; 0,025 ;;;;;
Maranhãozinho/MA;MA;2106375;BRA.10.112_1; 16.511 ;0,55;0,497;0,719;0,465;0,595;0,544;0,647;0,593; 0,064 ;;;;;
São Mateus do Maranhão/MA;MA;2111508;BRA.10.188_1; 41.579 ;0,616;0,627;0,723;0,515;0,595;0,574;0,651;0,559; 0,318 ;;;;;
Parnarama/MA;MA;2107803;BRA.10.133_1; 35.008 ;0,542;0,504;0,758;0,416;0,594;0,543;0,646;0,592; 0,046 ;;;;;
Jundiá/AL;AL;2703908;BRA.2.42_1; 4.137 ;0,562;0,573;0,715;0,434;0,593;0,641;0,614;0,523; 0,096 ;;;;;
Murici/AL;AL;2705507;BRA.2.58_1; 28.333 ;0,527;0,542;0,685;0,395;0,593;0,469;0,734;0,575; 0,025 ;;;;;
Pedro Alexandre/BA;BA;2924207;BRA.5.297_1; 16.682 ;0,513;0,489;0,778;0,354;0,593;0,574;0,629;0,575; 0,012 ;;;;;
Altamira do Maranhão/MA;MA;2100402;BRA.10.6_1; 8.189 ;0,549;0,486;0,719;0,473;0,592;0,582;0,658;0,537; 0,061 ;;;;;
Itaubal/AP;AP;1600253;BRA.3.5_1; 5.617 ;0,576;0,528;0,758;0,477;0,591;0,428;0,628;0,716; 0,148 ;;;;;
São Sebastião do Tocantins/TO;TO;1720309;BRA.27.124_1; 4.852 ;0,573;0,516;0,748;0,487;0,591;0,471;0,66;0,643; 0,137 ;;;;;
Jurema/PI;PI;2205532;BRA.18.110_1; 4.777 ;0,555;0,511;0,767;0,435;0,591;0,585;0,575;0,613; 0,075 ;;;;;
Xexéu/PE;PE;2616506;BRA.17.182_1; 14.757 ;0,552;0,549;0,703;0,436;0,591;0,479;0,658;0,637; 0,068 ;;;;;
Santa Helena/MA;MA;2109809;BRA.10.162_1; 42.483 ;0,571;0,531;0,746;0,471;0,59;0,548;0,602;0,621; 0,130 ;;;;;
Boa Vista do Gurupi/MA;MA;2101970;BRA.10.33_1; 8.382 ;0,545;0,515;0,681;0,461;0,59;0,534;0,698;0,538; 0,051 ;;;;;
Poço das Trincheiras/AL;AL;2707206;BRA.2.77_1; 14.418 ;0,526;0,484;0,719;0,419;0,59;0,55;0,549;0,67; 0,024 ;;;;;
Manoel Urbano/AC;AC;1200344;BRA.1.11_1; 9.581 ;0,551;0,586;0,767;0,373;0,589;0,531;0,775;0,461; 0,066 ;;;;;
Tracuateua/PA;PA;1508035;BRA.14.135_1; 31.257 ;0,531;0,514;0,776;0,376;0,589;0,456;0,616;0,694; 0,030 ;;;;;
Massapê do Piauí/PI;PI;2206050;BRA.18.124_1; 6.449 ;0,525;0,514;0,73;0,386;0,589;0,481;0,576;0,71; 0,022 ;;;;;
Gado Bravo/PB;PB;2506251;BRA.15.82_1; 8.303 ;0,513;0,491;0,737;0,373;0,589;0,498;0,631;0,637; 0,012 ;;;;;
Águas Belas/PE;PE;2600500;BRA.17.6_1; 43.686 ;0,526;0,546;0,691;0,385;0,589;0,438;0,689;0,639; 0,024 ;;;;;
Santa Fé de Minas/MG;MG;3157609;BRA.13.677_1; 3.826 ;0,615;0,589;0,804;0,492;0,589;0,675;0,553;0,538; 0,313 ;;;;;
Mazagão/AP;AP;1600402;BRA.3.8_1; 22.053 ;0,592;0,609;0,758;0,449;0,588;0,613;0,634;0,516; 0,214 ;;;;;
Alto Alegre/RR;RR;1400050;BRA.23.1_1; 15.380 ;0,542;0,518;0,813;0,379;0,587;0,308;0,784;0,669; 0,046 ;;;;;
São Domingos do Azeitão/MA;MA;2110658;BRA.10.174_1; 7.420 ;0,59;0,576;0,732;0,486;0,587;0,51;0,707;0,544; 0,206 ;;;;;
Joaquim Gomes/AL;AL;2703809;BRA.2.41_1; 24.081 ;0,531;0,509;0,764;0,386;0,587;0,496;0,737;0,529; 0,030 ;;;;;
Ibateguara/AL;AL;2703007;BRA.2.33_1; 15.627 ;0,518;0,517;0,684;0,393;0,587;0,438;0,738;0,584; 0,016 ;;;;;
Macururé/BA;BA;2919900;BRA.5.239_1; 7.787 ;0,604;0,547;0,748;0,539;0,587;0,618;0,528;0,616; 0,266 ;;;;;
Placas/PA;PA;1505650;BRA.14.94_1; 31.659 ;0,552;0,541;0,77;0,404;0,586;0,631;0,58;0,547; 0,068 ;;;;;
Matões do Norte/MA;MA;2106631;BRA.10.114_1; 17.033 ;0,533;0,452;0,768;0,436;0,586;0,395;0,609;0,753; 0,033 ;;;;;
Dário Meira/BA;BA;2910008;BRA.5.119_1; 10.525 ;0,54;0,522;0,771;0,392;0,586;0,288;0,662;0,808; 0,042 ;;;;;
Tarauacá/AC;AC;1200609;BRA.1.21_1; 43.151 ;0,539;0,554;0,72;0,392;0,585;0,46;0,773;0,522; 0,040 ;;;;;
Formosa da Serra Negra/MA;MA;2104099;BRA.10.72_1; 19.258 ;0,556;0,485;0,774;0,459;0,585;0,449;0,619;0,687; 0,078 ;;;;;
Buíque/PE;PE;2602803;BRA.17.30_1; 58.919 ;0,527;0,497;0,746;0,395;0,585;0,408;0,678;0,669; 0,025 ;;;;;
Jordão/AC;AC;1200328;BRA.1.9_1; 8.473 ;0,469;0,499;0,731;0,283;0,584;0,437;0,779;0,535; 0,001 ;;;;;
Aurora do Pará/PA;PA;1500958;BRA.14.13_1; 31.773 ;0,519;0,504;0,773;0,358;0,584;0,445;0,7;0,607; 0,017 ;;;;;
Capinzal do Norte/MA;MA;2102754;BRA.10.49_1; 10.935 ;0,537;0,517;0,698;0,43;0,584;0,529;0,671;0,553; 0,038 ;;;;;
Brejo/MA;MA;2102101;BRA.10.38_1; 36.651 ;0,562;0,517;0,758;0,454;0,584;0,537;0,637;0,579; 0,096 ;;;;;
Girau do Ponciano/AL;AL;2702900;BRA.2.32_1; 41.237 ;0,536;0,498;0,762;0,405;0,584;0,431;0,641;0,681; 0,036 ;;;;;
Urucurituba/AM;AM;1304401;BRA.4.60_1; 23.585 ;0,588;0,538;0,776;0,487;0,583;0,624;0,534;0,59; 0,197 ;;;;;
Fagundes/PB;PB;2506103;BRA.15.80_1; 11.215 ;0,56;0,543;0,749;0,432;0,583;0,588;0,573;0,587; 0,089 ;;;;;
Salgadinho/PE;PE;2612109;BRA.17.134_1; 11.068 ;0,534;0,516;0,73;0,405;0,583;0,324;0,655;0,769; 0,035 ;;;;;
Olho D'Água Grande/AL;AL;2705903;BRA.2.62_1; 5.128 ;0,503;0,473;0,673;0,399;0,583;0,433;0,676;0,639; 0,007 ;;;;;
Igarapé-Miri/PA;PA;1503309;BRA.14.54_1; 63.036 ;0,547;0,514;0,77;0,413;0,582;0,531;0,597;0,619; 0,056 ;;;;;
Barra do Corda/MA;MA;2101608;BRA.10.26_1; 88.492 ;0,606;0,585;0,763;0,498;0,582;0,629;0,59;0,528; 0,276 ;;;;;
Granja/CE;CE;2304707;BRA.6.64_1; 54.962 ;0,559;0,495;0,778;0,453;0,582;0,45;0,615;0,681; 0,087 ;;;;;
Vitorino Freire/MA;MA;2113009;BRA.10.215_1; 31.522 ;0,57;0,563;0,688;0,477;0,581;0,505;0,64;0,597; 0,125 ;;;;;
Araguanã/MA;MA;2100873;BRA.10.15_1; 15.551 ;0,533;0,483;0,706;0,444;0,581;0,545;0,593;0,605; 0,033 ;;;;;
Choró/CE;CE;2303931;BRA.6.47_1; 13.565 ;0,585;0,493;0,778;0,523;0,581;0,579;0,577;0,588; 0,184 ;;;;;
Paulo Ramos/MA;MA;2108108;BRA.10.137_1; 21.066 ;0,549;0,546;0,677;0,447;0,58;0,523;0,634;0,584; 0,061 ;;;;;
São José da Tapera/AL;AL;2708402;BRA.2.89_1; 32.405 ;0,527;0,508;0,703;0,409;0,58;0,43;0,653;0,656; 0,025 ;;;;;
Flexeiras/AL;AL;2702801;BRA.2.31_1; 12.807 ;0,527;0,528;0,693;0,4;0,579;0,454;0,707;0,576; 0,025 ;;;;;
São João das Missões/MG;MG;3162450;BRA.13.732_1; 13.125 ;0,529;0,502;0,776;0,381;0,579;0,421;0,628;0,689; 0,028 ;;;;;
Muaná/PA;PA;1504901;BRA.14.76_1; 40.906 ;0,547;0,54;0,775;0,391;0,578;0,545;0,596;0,594; 0,056 ;;;;;
Matriz de Camaragibe/AL;AL;2705101;BRA.2.54_1; 24.634 ;0,584;0,541;0,777;0,473;0,578;0,473;0,686;0,574; 0,180 ;;;;;
Tabatinga/AM;AM;1304062;BRA.4.54_1; 67.182 ;0,616;0,602;0,769;0,505;0,577;0,645;0,582;0,504; 0,318 ;;;;;
Santo Antônio dos Milagres/PI;PI;2209450;BRA.18.179_1; 2.166 ;0,619;0,524;0,776;0,582;0,577;0,748;0,438;0,545; 0,329 ;;;;;
Peixe-Boi/PA;PA;1505601;BRA.14.92_1; 8.081 ;0,581;0,543;0,754;0,478;0,576;0,584;0,589;0,554; 0,166 ;;;;;
Pracuúba/AP;AP;1600550;BRA.3.12_1; 5.246 ;0,614;0,539;0,79;0,544;0,576;0,74;0,521;0,468; 0,308 ;;;;;
Olho D'Água das Cunhãs/MA;MA;2107407;BRA.10.128_1; 19.561 ;0,589;0,551;0,754;0,491;0,576;0,583;0,632;0,512; 0,201 ;;;;;
Umbuzeiro/PB;PB;2517001;BRA.15.218_1; 9.911 ;0,584;0,545;0,712;0,514;0,576;0,552;0,583;0,594; 0,180 ;;;;;
Canhotinho/PE;PE;2603702;BRA.17.40_1; 24.773 ;0,541;0,543;0,725;0,403;0,576;0,44;0,71;0,579; 0,043 ;;;;;
Água Fria/BA;BA;2900405;BRA.5.5_1; 17.033 ;0,55;0,529;0,747;0,422;0,576;0,432;0,606;0,689; 0,064 ;;;;;
São Benedito do Sul/PE;PE;2612901;BRA.17.146_1; 16.069 ;0,53;0,499;0,736;0,406;0,575;0,277;0,76;0,687; 0,029 ;;;;;
Cajueiro/AL;AL;2701308;BRA.2.13_1; 21.331 ;0,562;0,542;0,691;0,473;0,575;0,487;0,691;0,547; 0,096 ;;;;;
Governador Nunes Freire/MA;MA;2104677;BRA.10.82_1; 25.539 ;0,569;0,54;0,722;0,472;0,574;0,573;0,592;0,558; 0,122 ;;;;;
Jaicós/PI;PI;2205201;BRA.18.100_1; 19.170 ;0,524;0,556;0,709;0,366;0,574;0,517;0,63;0,576; 0,021 ;;;;;
Mogeiro/PB;PB;2509404;BRA.15.120_1; 13.261 ;0,574;0,538;0,732;0,481;0,574;0,54;0,59;0,592; 0,140 ;;;;;
América Dourada/BA;BA;2901155;BRA.5.12_1; 16.090 ;0,561;0,506;0,751;0,464;0,574;0,431;0,64;0,651; 0,092 ;;;;;
Sítio do Mato/BA;BA;2930758;BRA.5.378_1; 13.059 ;0,564;0,455;0,774;0,509;0,574;0,488;0,578;0,657; 0,104 ;;;;;
Marcionílio Souza/BA;BA;2920809;BRA.5.251_1; 10.380 ;0,561;0,518;0,737;0,463;0,574;0,399;0,621;0,703; 0,092 ;;;;;
Belterra/PA;PA;1501451;BRA.14.20_1; 17.839 ;0,588;0,548;0,775;0,478;0,573;0,582;0,549;0,588; 0,197 ;;;;;
São Sebastião do Uatumã/AM;AM;1303957;BRA.4.52_1; 14.352 ;0,577;0,561;0,739;0,464;0,572;0,69;0,54;0,485; 0,152 ;;;;;
Palestina do Pará/PA;PA;1505494;BRA.14.88_1; 7.582 ;0,589;0,574;0,761;0,467;0,572;0,67;0,54;0,507; 0,201 ;;;;;
Monte Alegre/PA;PA;1504802;BRA.14.75_1; 58.162 ;0,589;0,541;0,764;0,495;0,572;0,534;0,54;0,641; 0,201 ;;;;;
Pedra/PE;PE;2610806;BRA.17.120_1; 22.668 ;0,567;0,55;0,743;0,445;0,572;0,392;0,717;0,606; 0,115 ;;;;;
Mirangaba/BA;BA;2921401;BRA.5.258_1; 18.474 ;0,542;0,512;0,685;0,454;0,572;0,515;0,582;0,62; 0,046 ;;;;;
Ibiquera/BA;BA;2912608;BRA.5.154_1; 4.046 ;0,511;0,517;0,771;0,335;0,572;0,481;0,602;0,633; 0,011 ;;;;;
Alenquer/PA;PA;1500404;BRA.14.6_1; 57.092 ;0,564;0,529;0,779;0,436;0,571;0,555;0,578;0,579; 0,104 ;;;;;
Alto Alegre do Pindaré/MA;MA;2100477;BRA.10.8_1; 31.943 ;0,558;0,465;0,774;0,483;0,571;0,441;0,639;0,634; 0,084 ;;;;;
Açucena/MG;MG;3100500;BRA.13.5_1; 9.368 ;0,61;0,595;0,844;0,451;0,571;0,743;0,488;0,482; 0,294 ;;;;;
Limoeiro do Ajuru/PA;PA;1504000;BRA.14.63_1; 29.282 ;0,541;0,493;0,754;0,425;0,57;0,634;0,549;0,526; 0,043 ;;;;;
Alcântara/MA;MA;2100204;BRA.10.4_1; 22.112 ;0,573;0,525;0,753;0,475;0,57;0,491;0,629;0,589; 0,137 ;;;;;
Olivença/AL;AL;2706000;BRA.2.63_1; 11.657 ;0,493;0,513;0,677;0,345;0,57;0,355;0,7;0,655; 0,004 ;;;;;
Anori/AM;AM;1300102;BRA.4.4_1; 21.477 ;0,561;0,54;0,757;0,433;0,569;0,532;0,628;0,547; 0,092 ;;;;;
Santa Luzia do Pará/PA;PA;1506559;BRA.14.110_1; 19.843 ;0,546;0,53;0,724;0,424;0,569;0,472;0,633;0,601; 0,053 ;;;;;
Feliz Deserto/AL;AL;2702702;BRA.2.30_1; 4.779 ;0,565;0,55;0,708;0,462;0,569;0,48;0,685;0,543; 0,108 ;;;;;
Ouro Branco/AL;AL;2706109;BRA.2.64_1; 11.535 ;0,547;0,538;0,7;0,434;0,569;0,471;0,632;0,603; 0,056 ;;;;;
Campo Alegre de Lourdes/BA;BA;2905909;BRA.5.72_1; 28.820 ;0,557;0,516;0,778;0,43;0,569;0,483;0,564;0,659; 0,080 ;;;;;
Mascote/BA;BA;2920908;BRA.5.252_1; 13.717 ;0,581;0,567;0,744;0,464;0,569;0,393;0,673;0,64; 0,166 ;;;;;
Lago da Pedra/MA;MA;2105708;BRA.10.99_1; 50.616 ;0,589;0,561;0,724;0,502;0,568;0,581;0,544;0,58; 0,201 ;;;;;
Coroatá/MA;MA;2103604;BRA.10.63_1; 65.544 ;0,576;0,545;0,737;0,475;0,568;0,493;0,635;0,575; 0,148 ;;;;;
Pedro Régis/PB;PB;2512721;BRA.15.140_1; 6.114 ;0,542;0,529;0,754;0,399;0,568;0,514;0,599;0,591; 0,046 ;;;;;
Água Branca/AL;AL;2700102;BRA.2.1_1; 20.230 ;0,549;0,527;0,728;0,432;0,568;0,451;0,615;0,637; 0,061 ;;;;;
Charrua/RS;RS;4305371;BRA.21.97_1; 3.252 ;0,62;0,699;0,885;0,385;0,568;0,601;0,624;0,48; 0,331 ;;;;;
Sítio Novo do Tocantins/TO;TO;1720804;BRA.27.127_1; 8.997 ;0,604;0,55;0,762;0,526;0,567;0,521;0,597;0,582; 0,266 ;;;;;
Caetés/PE;PE;2603207;BRA.17.34_1; 28.904 ;0,522;0,497;0,732;0,392;0,567;0,365;0,672;0,665; 0,020 ;;;;;
Nova Redenção/BA;BA;2922854;BRA.5.279_1; 9.123 ;0,567;0,534;0,723;0,471;0,567;0,412;0,628;0,661; 0,115 ;;;;;
Óbidos/PA;PA;1505106;BRA.14.82_1; 52.306 ;0,594;0,556;0,756;0,499;0,566;0,613;0,542;0,542; 0,225 ;;;;;
São João da Fronteira/PI;PI;2209872;BRA.18.188_1; 6.064 ;0,515;0,516;0,753;0,351;0,566;0,421;0,681;0,597; 0,014 ;;;;;
Iati/PE;PE;2606507;BRA.17.71_1; 19.241 ;0,528;0,518;0,768;0,369;0,566;0,337;0,702;0,659; 0,026 ;;;;;
Jurema/PE;PE;2608404;BRA.17.94_1; 15.431 ;0,509;0,522;0,681;0,372;0,566;0,399;0,665;0,633; 0,010 ;;;;;
Moju/PA;PA;1504703;BRA.14.74_1; 83.182 ;0,547;0,578;0,757;0,375;0,565;0,533;0,639;0,523; 0,056 ;;;;;
Carrasco Bonito/TO;TO;1703891;BRA.27.33_1; 4.130 ;0,594;0,543;0,728;0,531;0,565;0,424;0,681;0,589; 0,225 ;;;;;
Matinha/MA;MA;2106508;BRA.10.115_1; 23.482 ;0,619;0,579;0,731;0,56;0,565;0,569;0,56;0,567; 0,329 ;;;;;
Redenção do Gurguéia/PI;PI;2208700;BRA.18.166_1; 8.796 ;0,589;0,557;0,766;0,478;0,565;0,605;0,537;0,554; 0,201 ;;;;;
Aroeiras/PB;PB;2501302;BRA.15.17_1; 19.116 ;0,548;0,537;0,745;0,411;0,565;0,462;0,596;0,637; 0,057 ;;;;;
Santa Rosa do Purus/AC;AC;1200435;BRA.1.18_1; 6.717 ;0,517;0,519;0,781;0,34;0,564;0,437;0,732;0,524; 0,015 ;;;;;
Coari/AM;AM;1301209;BRA.4.20_1; 85.910 ;0,586;0,606;0,78;0,425;0,564;0,434;0,697;0,562; 0,188 ;;;;;
Itatira/CE;CE;2306603;BRA.6.91_1; 21.836 ;0,562;0,514;0,747;0,463;0,564;0,489;0,578;0,624; 0,096 ;;;;;
Sena Madureira/AC;AC;1200500;BRA.1.19_1; 46.511 ;0,603;0,593;0,81;0,456;0,563;0,475;0,715;0,498; 0,263 ;;;;;
Axixá/MA;MA;2101103;BRA.10.19_1; 12.183 ;0,641;0,535;0,776;0,634;0,563;0,727;0,421;0,542; 0,408 ;;;;;
Marcação/PB;PB;2509057;BRA.15.112_1; 8.653 ;0,529;0,525;0,691;0,408;0,563;0,485;0,657;0,547; 0,028 ;;;;;
Palmeirante/TO;TO;1715705;BRA.27.89_1; 6.131 ;0,571;0,564;0,756;0,436;0,562;0,513;0,645;0,528; 0,130 ;;;;;
