city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
Paulistânia/SP;SP;3536570;BRA.25.413_1; 1.834 ;0,718;0,683;0,817;0,663;0,216;0,134;0,288;0,227; 0,749 ;;;;;
São João/PR;PR;4124806;BRA.16.347_1; 10.181 ;0,727;0,695;0,838;0,66;0,216;0,076;0,278;0,294; 0,796 ;;;;;
Pinhalão/PR;PR;4119202;BRA.16.270_1; 6.324 ;0,697;0,679;0,828;0,601;0,216;0,069;0,281;0,298; 0,635 ;;;;;
Sananduva/RS;RS;4316600;BRA.21.337_1; 16.328 ;0,747;0,764;0,843;0,647;0,216;0,08;0,266;0,302; 0,887 ;;;;;
Capão da Canoa/RS;RS;4304630;BRA.21.76_1; 54.051 ;0,743;0,756;0,852;0,637;0,216;0,064;0,364;0,221; 0,871 ;;;;;
Bom Progresso/RS;RS;4302378;BRA.21.46_1; 1.899 ;0,723;0,7;0,84;0,643;0,216;0,072;0,287;0,289; 0,776 ;;;;;
Botelhos/MG;MG;3108404;BRA.13.89_1; 14.949 ;0,702;0,702;0,868;0,568;0,215;0,097;0,292;0,257; 0,664 ;;;;;
Cambuí/MG;MG;3110608;BRA.13.116_1; 29.814 ;0,751;0,722;0,872;0,674;0,215;0,13;0,28;0,236; 0,901 ;;;;;
Chiador/MG;MG;3116209;BRA.13.181_1; 2.671 ;0,711;0,742;0,868;0,559;0,215;0,114;0,285;0,245; 0,713 ;;;;;
Guidoval/MG;MG;3128808;BRA.13.330_1; 7.051 ;0,683;0,669;0,837;0,569;0,215;0,045;0,327;0,272; 0,571 ;;;;;
Itaperuna/RJ;RJ;3302205;BRA.19.33_1; 103.800 ;0,73;0,716;0,837;0,649;0,215;0,097;0,274;0,274; 0,811 ;;;;;
São Sebastião/SP;SP;3550704;BRA.25.569_1; 90.328 ;0,772;0,747;0,875;0,703;0,215;0,125;0,297;0,224; 0,960 ;;;;;
Itajobi/SP;SP;3521903;BRA.25.251_1; 15.297 ;0,73;0,727;0,832;0,644;0,215;0,13;0,298;0,217; 0,811 ;;;;;
Cosmorama/SP;SP;3512902;BRA.25.144_1; 7.298 ;0,722;0,705;0,849;0,63;0,215;0,096;0,278;0,271; 0,772 ;;;;;
Getulina/SP;SP;3517000;BRA.25.196_1; 11.447 ;0,717;0,696;0,813;0,652;0,215;0,084;0,303;0,257; 0,743 ;;;;;
Siqueira Campos/PR;PR;4126603;BRA.16.369_1; 21.249 ;0,704;0,708;0,839;0,588;0,215;0,075;0,328;0,243; 0,674 ;;;;;
Prado Ferreira/PR;PR;4120333;BRA.16.285_1; 3.780 ;0,71;0,707;0,852;0,593;0,215;0,092;0,332;0,22; 0,705 ;;;;;
Paranaguá/PR;PR;4118204;BRA.16.256_1; 156.174 ;0,75;0,733;0,852;0,676;0,215;0,08;0,313;0,252; 0,899 ;;;;;
Carlópolis/PR;PR;4104709;BRA.16.70_1; 14.356 ;0,713;0,696;0,832;0,625;0,215;0,093;0,262;0,29; 0,722 ;;;;;
Araruna/PR;PR;4101705;BRA.16.22_1; 14.000 ;0,704;0,685;0,785;0,648;0,215;0,078;0,288;0,279; 0,674 ;;;;;
Candelária/RS;RS;4304200;BRA.21.70_1; 31.421 ;0,674;0,699;0,842;0,521;0,215;0,044;0,331;0,27; 0,533 ;;;;;
Cruz Alta/RS;RS;4306106;BRA.21.115_1; 59.922 ;0,75;0,754;0,858;0,653;0,215;0,096;0,312;0,237; 0,899 ;;;;;
Caçu/GO;GO;5204300;BRA.9.47_1; 16.270 ;0,73;0,774;0,84;0,599;0,215;0,158;0,275;0,213; 0,811 ;;;;;
São Tomás de Aquino/MG;MG;3165107;BRA.13.768_1; 7.000 ;0,7;0,692;0,874;0,568;0,214;0,046;0,319;0,276; 0,652 ;;;;;
Florestal/MG;MG;3126000;BRA.13.293_1; 7.533 ;0,724;0,728;0,845;0,617;0,214;0,13;0,253;0,259; 0,781 ;;;;;
Presidente Venceslau/SP;SP;3541505;BRA.25.468_1; 39.583 ;0,763;0,749;0,837;0,708;0,214;0,164;0,239;0,24; 0,940 ;;;;;
Santa Isabel do Ivaí/PR;PR;4123709;BRA.16.328_1; 8.523 ;0,72;0,697;0,817;0,656;0,214;0,11;0,235;0,298; 0,761 ;;;;;
Porecatu/PR;PR;4120002;BRA.16.280_1; 12.748 ;0,738;0,728;0,834;0,661;0,214;0,126;0,289;0,226; 0,847 ;;;;;
Jardinópolis/SC;SC;4208955;BRA.24.136_1; 1.546 ;0,709;0,708;0,823;0,611;0,214;0,065;0,24;0,338; 0,701 ;;;;;
Sangão/SC;SC;4215455;BRA.24.228_1; 12.905 ;0,7;0,725;0,853;0,554;0,214;0,018;0,423;0,2; 0,652 ;;;;;
Tigrinhos/SC;SC;4217956;BRA.24.267_1; 1.619 ;0,717;0,688;0,846;0,633;0,214;0,042;0,258;0,343; 0,743 ;;;;;
Santo Antônio da Patrulha/RS;RS;4317608;BRA.21.350_1; 43.171 ;0,717;0,718;0,866;0,594;0,214;0,066;0,305;0,27; 0,743 ;;;;;
Vera/MT;MT;5108501;BRA.12.125_1; 11.402 ;0,68;0,663;0,834;0,568;0,214;0,065;0,328;0,248; 0,557 ;;;;;
Santa Carmem/MT;MT;5107248;BRA.12.105_1; 4.563 ;0,715;0,703;0,827;0,628;0,214;0,008;0,414;0,22; 0,733 ;;;;;
Rondonópolis/MT;MT;5107602;BRA.12.102_1; 236.042 ;0,755;0,749;0,823;0,698;0,214;0,107;0,293;0,242; 0,916 ;;;;;
Camacho/MG;MG;3110400;BRA.13.114_1; 2.869 ;0,69;0,639;0,84;0,612;0,213;0,066;0,291;0,281; 0,605 ;;;;;
Itapagipe/MG;MG;3133402;BRA.13.381_1; 15.379 ;0,723;0,728;0,861;0,603;0,213;0,113;0,257;0,268; 0,776 ;;;;;
Passos/MG;MG;3147907;BRA.13.563_1; 115.337 ;0,756;0,741;0,886;0,658;0,213;0,12;0,295;0,225; 0,918 ;;;;;
Santana da Vargem/MG;MG;3158300;BRA.13.693_1; 7.073 ;0,698;0,681;0,85;0,587;0,213;0,127;0,292;0,22; 0,641 ;;;;;
Tremembé/SP;SP;3554805;BRA.25.615_1; 47.714 ;0,785;0,769;0,873;0,72;0,213;0,144;0,275;0,221; 0,982 ;;;;;
Mococa/SP;SP;3530508;BRA.25.344_1; 68.980 ;0,762;0,756;0,827;0,709;0,213;0,227;0,201;0,211; 0,937 ;;;;;
Ribeirão Corrente/SP;SP;3543105;BRA.25.484_1; 4.752 ;0,711;0,688;0,814;0,642;0,213;0,043;0,355;0,242; 0,713 ;;;;;
São Manuel/SP;SP;3550100;BRA.25.562_1; 41.123 ;0,744;0,735;0,805;0,695;0,213;0,142;0,282;0,214; 0,875 ;;;;;
Tarumã/SP;SP;3553955;BRA.25.604_1; 15.183 ;0,753;0,738;0,852;0,68;0,213;0,086;0,261;0,293; 0,909 ;;;;;
Arealva/SP;SP;3503406;BRA.25.40_1; 8.613 ;0,744;0,718;0,84;0,683;0,213;0,12;0,271;0,248; 0,875 ;;;;;
Colômbia/SP;SP;3512100;BRA.25.136_1; 6.216 ;0,71;0,689;0,802;0,647;0,213;0,096;0,274;0,27; 0,705 ;;;;;
Guaraçaí/SP;SP;3517802;BRA.25.203_1; 8.290 ;0,719;0,699;0,803;0,663;0,213;0,132;0,255;0,253; 0,755 ;;;;;
Peabiru/PR;PR;4118808;BRA.16.263_1; 14.007 ;0,723;0,727;0,826;0,629;0,213;0,055;0,303;0,282; 0,776 ;;;;;
Anahy/PR;PR;4101051;BRA.16.12_1; 2.788 ;0,695;0,671;0,844;0,593;0,213;0,017;0,34;0,283; 0,626 ;;;;;
Biguaçu/SC;SC;4202305;BRA.24.36_1; 69.486 ;0,739;0,733;0,836;0,659;0,213;0,204;0,283;0,153; 0,852 ;;;;;
Guaramirim/SC;SC;4206504;BRA.24.103_1; 45.797 ;0,751;0,748;0,885;0,641;0,213;0,167;0,279;0,193; 0,901 ;;;;;
Itapoá/SC;SC;4208450;BRA.24.130_1; 21.177 ;0,761;0,739;0,874;0,682;0,213;0,111;0,296;0,233; 0,934 ;;;;;
Flores da Cunha/RS;RS;4308201;BRA.21.157_1; 31.063 ;0,754;0,786;0,849;0,642;0,213;0,164;0,267;0,209; 0,912 ;;;;;
Faxinal do Soturno/RS;RS;4308003;BRA.21.153_1; 6.663 ;0,72;0,732;0,854;0,597;0,213;0,038;0,279;0,321; 0,761 ;;;;;
Santa Cecília do Sul/RS;RS;4316733;#N/A; 1.634 ;0,725;0,781;0,839;0,581;0,213;0,008;0,29;0,34; 0,786 ;;;;;
Bom Jesus do Norte/ES;ES;3201100;BRA.8.13_1; 9.962 ;0,734;0,689;0,854;0,673;0,212;0,091;0,242;0,304; 0,831 ;;;;;
Porto Real/RJ;RJ;3304110;BRA.19.58_1; 19.974 ;0,713;0,688;0,817;0,645;0,212;0,049;0,314;0,274; 0,722 ;;;;;
Cordeiro/RJ;RJ;3301504;BRA.19.23_1; 22.041 ;0,729;0,724;0,826;0,649;0,212;0,118;0,282;0,236; 0,806 ;;;;;
Piraju/SP;SP;3538808;BRA.25.438_1; 29.869 ;0,758;0,74;0,843;0,699;0,212;0,144;0,256;0,237; 0,924 ;;;;;
Serrana/SP;SP;3551504;BRA.25.577_1; 45.644 ;0,729;0,713;0,835;0,65;0,212;0,161;0,299;0,177; 0,806 ;;;;;
Sud Mennucci/SP;SP;3552304;BRA.25.584_1; 7.728 ;0,747;0,743;0,809;0,694;0,212;0,102;0,301;0,234; 0,887 ;;;;;
São Pedro do Turvo/SP;SP;3550506;BRA.25.565_1; 7.696 ;0,703;0,661;0,826;0,636;0,212;0,125;0,263;0,247; 0,669 ;;;;;
Realeza/PR;PR;4121406;BRA.16.301_1; 16.950 ;0,722;0,72;0,83;0,63;0,212;0,078;0,288;0,271; 0,772 ;;;;;
Cascavel/PR;PR;4104808;BRA.16.71_1; 332.333 ;0,782;0,776;0,846;0,728;0,212;0,183;0,264;0,19; 0,978 ;;;;;
Canoinhas/SC;SC;4203808;BRA.24.58_1; 54.480 ;0,757;0,717;0,874;0,692;0,212;0,085;0,288;0,263; 0,921 ;;;;;
Morro Grande/SC;SC;4211256;BRA.24.169_1; 2.888 ;0,701;0,742;0,847;0,548;0,212;0,008;0,271;0,356; 0,658 ;;;;;
Navegantes/SC;SC;4211306;BRA.24.170_1; 83.626 ;0,736;0,731;0,873;0,624;0,212;0,081;0,343;0,212; 0,839 ;;;;;
Charqueadas/RS;RS;4305355;BRA.21.96_1; 41.258 ;0,747;0,726;0,87;0,659;0,212;0,177;0,257;0,202; 0,887 ;;;;;
Cidreira/RS;RS;4305454;BRA.21.101_1; 16.583 ;0,729;0,73;0,848;0,625;0,212;0,024;0,346;0,265; 0,806 ;;;;;
Careaçu/MG;MG;3113602;BRA.13.150_1; 6.792 ;0,683;0,666;0,824;0,581;0,211;0,067;0,313;0,253; 0,571 ;;;;;
Japaraíba/MG;MG;3135308;BRA.13.403_1; 4.384 ;0,721;0,677;0,844;0,656;0,211;0,093;0,23;0,309; 0,766 ;;;;;
Ibiraçu/ES;ES;3202504;BRA.8.29_1; 12.591 ;0,726;0,733;0,835;0,625;0,211;0,019;0,345;0,269; 0,792 ;;;;;
Aperibé/RJ;RJ;3300159;BRA.19.2_1; 11.901 ;0,692;0,67;0,785;0,631;0,211;0,052;0,288;0,293; 0,611 ;;;;;
Manduri/SP;SP;3528601;BRA.25.322_1; 9.910 ;0,739;0,73;0,818;0,675;0,211;0,081;0,255;0,297; 0,852 ;;;;;
Novo Horizonte/SP;SP;3533502;BRA.25.380_1; 41.414 ;0,753;0,741;0,865;0,665;0,211;0,159;0,275;0,198; 0,909 ;;;;;
Salto/SP;SP;3545209;BRA.25.512_1; 119.736 ;0,78;0,755;0,837;0,751;0,211;0,187;0,241;0,205; 0,975 ;;;;;
São João do Pau D'Alho/SP;SP;3549300;BRA.25.553_1; 2.100 ;0,75;0,714;0,854;0,692;0,211;0,242;0,244;0,147; 0,899 ;;;;;
Paulínia/SP;SP;3536505;BRA.25.412_1; 112.003 ;0,795;0,8;0,864;0,727;0,211;0,227;0,213;0,192; 0,989 ;;;;;
Anhembi/SP;SP;3502309;BRA.25.26_1; 6.819 ;0,721;0,681;0,863;0,637;0,211;0,112;0,288;0,232; 0,766 ;;;;;
Califórnia/PR;PR;4103503;BRA.16.52_1; 8.606 ;0,722;0,718;0,821;0,638;0,211;0,062;0,278;0,292; 0,772 ;;;;;
Guabiruba/SC;SC;4206306;BRA.24.101_1; 24.382 ;0,754;0,75;0,876;0,653;0,211;0,146;0,246;0,241; 0,912 ;;;;;
Nova Erechim/SC;SC;4211405;BRA.24.171_1; 5.092 ;0,765;0,767;0,851;0,686;0,211;0,017;0,332;0,285; 0,945 ;;;;;
Rondinha/RS;RS;4316204;BRA.21.329_1; 5.080 ;0,764;0,78;0,842;0,678;0,211;0,004;0,231;0,399; 0,942 ;;;;;
Alegrete/RS;RS;4300406;BRA.21.5_1; 73.028 ;0,74;0,72;0,849;0,664;0,211;0,051;0,3;0,283; 0,857 ;;;;;
São Martinho/RS;RS;4319109;BRA.21.377_1; 5.380 ;0,726;0,734;0,83;0,628;0,211;0,012;0,251;0,37; 0,792 ;;;;;
Itaara/RS;RS;4310538;BRA.21.199_1; 5.537 ;0,76;0,761;0,841;0,687;0,211;0,066;0,33;0,238; 0,931 ;;;;;
Floriano Peixoto/RS;RS;4308250;BRA.21.158_1; 1.737 ;0,663;0,701;0,854;0,486;0,211;0,003;0,241;0,388; 0,488 ;;;;;
Campo Verde/MT;MT;5102678;BRA.12.23_1; 45.740 ;0,75;0,755;0,834;0,67;0,211;0,073;0,348;0,212; 0,899 ;;;;;
Itumbiara/GO;GO;5211503;BRA.9.121_1; 105.809 ;0,752;0,744;0,838;0,682;0,211;0,11;0,281;0,242; 0,905 ;;;;;
São Patrício/GO;GO;5220280;BRA.9.218_1; 2.037 ;0,693;0,668;0,833;0,597;0,211;0,05;0,304;0,28; 0,616 ;;;;;
Paraíso do Tocantins/TO;TO;1716109;BRA.27.91_1; 51.891 ;0,764;0,759;0,831;0,706;0,21;0,061;0,308;0,262; 0,942 ;;;;;
Jacutinga/MG;MG;3134905;BRA.13.397_1; 26.264 ;0,715;0,722;0,864;0,586;0,21;0,084;0,341;0,206; 0,733 ;;;;;
Marilândia/ES;ES;3203353;BRA.8.47_1; 12.963 ;0,696;0,668;0,823;0,612;0,21;0,067;0,32;0,242; 0,630 ;;;;;
Comendador Levy Gasparian/RJ;RJ;3300951;BRA.19.21_1; 8.576 ;0,685;0,676;0,785;0,605;0,21;0,067;0,246;0,316; 0,581 ;;;;;
Lourdes/SP;SP;3527256;BRA.25.308_1; 2.300 ;0,742;0,697;0,816;0,717;0,21;0,156;0,218;0,256; 0,866 ;;;;;
Viradouro/SP;SP;3556800;BRA.25.639_1; 19.017 ;0,739;0,717;0,823;0,683;0,21;0,118;0,271;0,241; 0,852 ;;;;;
Missal/PR;PR;4116059;BRA.16.226_1; 10.704 ;0,711;0,714;0,828;0,608;0,21;0,093;0,265;0,272; 0,713 ;;;;;
Otacílio Costa/SC;SC;4211751;BRA.24.177_1; 18.975 ;0,74;0,713;0,835;0,681;0,21;0,057;0,336;0,238; 0,857 ;;;;;
Ouro/SC;SC;4211801;BRA.24.179_1; 7.272 ;0,774;0,774;0,884;0,677;0,21;0,174;0,19;0,265; 0,964 ;;;;;
Protásio Alves/RS;RS;4315172;BRA.21.313_1; 1.938 ;0,733;0,771;0,839;0,609;0,21;0,044;0,277;0,31; 0,826 ;;;;;
Passo Fundo/RS;RS;4314100;BRA.21.288_1; 204.722 ;0,776;0,787;0,849;0,699;0,21;0,177;0,285;0,167; 0,968 ;;;;;
Montenegro/RS;RS;4312401;BRA.21.244_1; 65.721 ;0,755;0,761;0,866;0,654;0,21;0,144;0,274;0,212; 0,916 ;;;;;
Três de Maio/RS;RS;4321808;BRA.21.428_1; 23.876 ;0,759;0,756;0,834;0,694;0,21;0,157;0,23;0,244; 0,928 ;;;;;
Espumoso/RS;RS;4307500;BRA.21.144_1; 15.591 ;0,765;0,747;0,884;0,677;0,21;0,072;0,246;0,311; 0,945 ;;;;;
Morrinhos/GO;GO;5213806;BRA.9.147_1; 46.548 ;0,734;0,739;0,862;0,621;0,21;0,076;0,3;0,254; 0,831 ;;;;;
Moema/MG;MG;3142403;BRA.13.493_1; 7.554 ;0,721;0,703;0,848;0,629;0,209;0,064;0,279;0,283; 0,766 ;;;;;
Alfredo Chaves/ES;ES;3200300;BRA.8.4_1; 14.636 ;0,71;0,703;0,832;0,611;0,209;0,092;0,257;0,279; 0,705 ;;;;;
Vassouras/RJ;RJ;3306206;BRA.19.90_1; 37.083 ;0,714;0,719;0,813;0,624;0,209;0,077;0,276;0,273; 0,728 ;;;;;
Itu/SP;SP;3523909;BRA.25.273_1; 175.568 ;0,773;0,782;0,854;0,692;0,209;0,131;0,306;0,191; 0,962 ;;;;;
Palmeira D'Oeste/SP;SP;3535200;BRA.25.398_1; 9.227 ;0,753;0,72;0,829;0,714;0,209;0,184;0,206;0,237; 0,909 ;;;;;
Santa Albertina/SP;SP;3545704;BRA.25.515_1; 6.022 ;0,728;0,716;0,809;0,665;0,209;0,112;0,278;0,238; 0,801 ;;;;;
Douradina/PR;PR;4107256;BRA.16.102_1; 8.869 ;0,724;0,721;0,818;0,644;0,209;0,137;0,251;0,239; 0,781 ;;;;;
Astorga/PR;PR;4102109;BRA.16.28_1; 26.209 ;0,747;0,754;0,818;0,675;0,209;0,166;0,232;0,229; 0,887 ;;;;;
Apiúna/SC;SC;4201257;BRA.24.16_1; 10.848 ;0,708;0,735;0,827;0,584;0,209;0,072;0,293;0,262; 0,695 ;;;;;
São Miguel da Boa Vista/SC;SC;4217154;BRA.24.255_1; 1.807 ;0,71;0,733;0,795;0,615;0,209;0,038;0,248;0,341; 0,705 ;;;;;
União do Oeste/SC;SC;4218855;BRA.24.279_1; 2.412 ;0,705;0,703;0,823;0,606;0,209;0,153;0,242;0,232; 0,681 ;;;;;
São Paulo das Missões/RS;RS;4319307;BRA.21.380_1; 5.720 ;0,692;0,688;0,825;0,584;0,209;0,011;0,25;0,367; 0,611 ;;;;;
Chuí/RS;RS;4305439;BRA.21.99_1; 6.770 ;0,706;0,676;0,792;0,658;0,209;0,069;0,324;0,233; 0,684 ;;;;;
Caldas Novas/GO;GO;5204508;BRA.9.49_1; 93.196 ;0,733;0,739;0,832;0,64;0,209;0,107;0,309;0,212; 0,826 ;;;;;
Catalão/GO;GO;5205109;BRA.9.59_1; 110.983 ;0,766;0,769;0,819;0,715;0,209;0,155;0,254;0,219; 0,948 ;;;;;
Doresópolis/MG;MG;3123403;BRA.13.263_1; 1.533 ;0,692;0,652;0,869;0,585;0,208;0,068;0,315;0,24; 0,611 ;;;;;
Ribeirão Vermelho/MG;MG;3154705;BRA.13.641_1; 4.047 ;0,737;0,699;0,85;0,675;0,208;0,162;0,199;0,263; 0,842 ;;;;;
Ubá/MG;MG;3169901;BRA.13.823_1; 116.797 ;0,724;0,727;0,841;0,62;0,208;0,075;0,341;0,209; 0,781 ;;;;;
Anchieta/ES;ES;3200409;BRA.8.6_1; 29.779 ;0,73;0,696;0,856;0,654;0,208;0,06;0,249;0,315; 0,811 ;;;;;
Pratânia/SP;SP;3541059;BRA.25.463_1; 5.317 ;0,701;0,681;0,798;0,633;0,208;0,062;0,356;0,205; 0,658 ;;;;;
Tanabi/SP;SP;3553401;BRA.25.596_1; 26.101 ;0,748;0,735;0,829;0,687;0,208;0,133;0,26;0,231; 0,892 ;;;;;
Torrinha/SP;SP;3554706;BRA.25.613_1; 10.056 ;0,744;0,734;0,852;0,658;0,208;0,085;0,297;0,243; 0,875 ;;;;;
Anhumas/SP;SP;3502408;BRA.25.27_1; 4.144 ;0,741;0,683;0,845;0,706;0,208;0,112;0,282;0,23; 0,863 ;;;;;
Bauru/SP;SP;3506003;BRA.25.68_1; 379.297 ;0,801;0,8;0,854;0,752;0,208;0,189;0,238;0,197; 0,993 ;;;;;
Capivari/SP;SP;3510401;BRA.25.119_1; 56.379 ;0,75;0,744;0,848;0,669;0,208;0,088;0,308;0,229; 0,899 ;;;;;
Matinhos/PR;PR;4115705;BRA.16.219_1; 35.219 ;0,743;0,743;0,834;0,662;0,208;0,136;0,248;0,241; 0,871 ;;;;;
São Jorge D'Oeste/PR;PR;4125209;BRA.16.348_1; 9.028 ;0,722;0,705;0,813;0,656;0,208;0,013;0,309;0,303; 0,772 ;;;;;
Balneário Gaivota/SC;SC;4202073;BRA.24.29_1; 11.260 ;0,728;0,734;0,844;0,622;0,208;0,055;0,301;0,268; 0,801 ;;;;;
Grão-Pará/SC;SC;4206108;BRA.24.99_1; 6.595 ;0,736;0,749;0,846;0,63;0,208;0,054;0,256;0,314; 0,839 ;;;;;
São João do Sul/SC;SC;4216404;BRA.24.247_1; 7.315 ;0,695;0,682;0,84;0,587;0,208;0,026;0,284;0,314; 0,626 ;;;;;
Agudo/RS;RS;4300109;BRA.21.2_1; 16.401 ;0,694;0,752;0,847;0,524;0,208;0,036;0,319;0,27; 0,622 ;;;;;
Canudos do Vale/RS;RS;4304614;#N/A; 1.705 ;0,713;0,751;0,84;0,574;0,208;0,013;0,283;0,327; 0,722 ;;;;;
Bicas/MG;MG;3106903;BRA.13.73_1; 14.554 ;0,744;0,726;0,85;0,667;0,207;0,043;0,347;0,23; 0,875 ;;;;;
Formiga/MG;MG;3126109;BRA.13.294_1; 67.822 ;0,755;0,729;0,874;0,676;0,207;0,14;0,271;0,21; 0,916 ;;;;;
Itabirito/MG;MG;3131901;BRA.13.366_1; 52.446 ;0,73;0,737;0,828;0,638;0,207;0,149;0,258;0,214; 0,811 ;;;;;
Lorena/SP;SP;3527207;BRA.25.307_1; 89.125 ;0,766;0,736;0,856;0,713;0,207;0,085;0,256;0,281; 0,948 ;;;;;
Murutinga do Sul/SP;SP;3532108;BRA.25.361_1; 4.506 ;0,726;0,703;0,847;0,643;0,207;0,063;0,306;0,251; 0,792 ;;;;;
Promissão/SP;SP;3541604;BRA.25.469_1; 40.828 ;0,743;0,724;0,85;0,666;0,207;0,045;0,308;0,268; 0,871 ;;;;;
Aspásia/SP;SP;3503950;BRA.25.46_1; 1.818 ;0,735;0,699;0,864;0,657;0,207;0,001;0,258;0,361; 0,835 ;;;;;
Bom Jesus dos Perdões/SP;SP;3507100;BRA.25.81_1; 25.985 ;0,713;0,716;0,802;0,631;0,207;0,085;0,315;0,221; 0,722 ;;;;;
Guaíra/SP;SP;3517406;BRA.25.200_1; 41.040 ;0,753;0,759;0,824;0,683;0,207;0,067;0,3;0,254; 0,909 ;;;;;
Mandaguari/PR;PR;4114203;BRA.16.201_1; 34.515 ;0,751;0,732;0,84;0,689;0,207;0,151;0,225;0,246; 0,901 ;;;;;
Nossa Senhora das Graças/PR;PR;4116406;BRA.16.230_1; 4.008 ;0,709;0,679;0,832;0,631;0,207;0,12;0,263;0,238; 0,701 ;;;;;
Rolante/RS;RS;4316006;BRA.21.327_1; 21.453 ;0,688;0,708;0,83;0,553;0,207;0,014;0,344;0,264; 0,595 ;;;;;
Vale do Sol/RS;RS;4322533;BRA.21.447_1; 11.828 ;0,624;0,681;0,813;0,439;0,207;0,023;0,323;0,276; 0,347 ;;;;;
Marques de Souza/RS;RS;4312054;BRA.21.234_1; 3.995 ;0,687;0,743;0,849;0,515;0,207;0,023;0,364;0,233; 0,590 ;;;;;
Gaurama/RS;RS;4308706;BRA.21.165_1; 5.489 ;0,738;0,733;0,852;0,643;0,207;0,107;0,224;0,29; 0,847 ;;;;;
Fortaleza dos Valos/RS;RS;4308458;BRA.21.161_1; 4.285 ;0,756;0,779;0,837;0,663;0,207;0,034;0,271;0,317; 0,918 ;;;;;
Erebango/RS;RS;4306973;BRA.21.136_1; 2.982 ;0,712;0,689;0,837;0,626;0,207;0,091;0,292;0,238; 0,717 ;;;;;
Jataí/GO;GO;5211909;BRA.9.125_1; 102.065 ;0,757;0,774;0,856;0,656;0,207;0,094;0,288;0,238; 0,921 ;;;;;
Arceburgo/MG;MG;3104106;BRA.13.44_1; 10.883 ;0,683;0,687;0,81;0,573;0,206;0,09;0,309;0,22; 0,571 ;;;;;
Cássia/MG;MG;3115102;BRA.13.165_1; 17.740 ;0,704;0,723;0,837;0,576;0,206;0,041;0,317;0,261; 0,674 ;;;;;
Leandro Ferreira/MG;MG;3138302;BRA.13.440_1; 3.226 ;0,71;0,707;0,875;0,579;0,206;0,083;0,298;0,237; 0,705 ;;;;;
São Sebastião da Bela Vista/MG;MG;3164407;BRA.13.758_1; 5.552 ;0,692;0,687;0,848;0,569;0,206;0,041;0,371;0,207; 0,611 ;;;;;
Uberaba/MG;MG;3170107;BRA.13.826_1; 337.092 ;0,772;0,772;0,845;0,705;0,206;0,165;0,263;0,19; 0,960 ;;;;;
Ibirá/SP;SP;3519402;BRA.25.224_1; 12.518 ;0,74;0,741;0,841;0,65;0,206;0,076;0,316;0,227; 0,857 ;;;;;
Cruzália/SP;SP;3513306;BRA.25.148_1; 2.046 ;0,774;0,698;0,853;0,778;0,206;0,124;0,234;0,261; 0,964 ;;;;;
Balneário Barra do Sul/SC;SC;4202057;BRA.24.27_1; 11.035 ;0,716;0,713;0,844;0,611;0,206;0,084;0,305;0,23; 0,739 ;;;;;
Campo Alegre/SC;SC;4203303;BRA.24.53_1; 11.981 ;0,714;0,677;0,845;0,636;0,206;0,087;0,293;0,238; 0,728 ;;;;;
Guarujá do Sul/SC;SC;4206603;BRA.24.104_1; 5.178 ;0,73;0,732;0,833;0,639;0,206;0,02;0,263;0,334; 0,811 ;;;;;
Rio do Oeste/SC;SC;4214607;BRA.24.216_1; 7.520 ;0,754;0,769;0,892;0,625;0,206;0,076;0,29;0,252; 0,912 ;;;;;
Salete/SC;SC;4215307;BRA.24.225_1; 7.659 ;0,744;0,737;0,803;0,695;0,206;0,055;0,257;0,307; 0,875 ;;;;;
Santa Helena/SC;SC;4215554;BRA.24.230_1; 2.200 ;0,727;0,705;0,833;0,653;0,206;0,033;0,199;0,387; 0,796 ;;;;;
Praia Grande/SC;SC;4213807;BRA.24.207_1; 7.312 ;0,718;0,692;0,84;0,636;0,206;0,034;0,302;0,282; 0,749 ;;;;;
São José do Inhacorá/RS;RS;4318499;BRA.21.369_1; 2.056 ;0,747;0,723;0,822;0,702;0,206;0,148;0,17;0,299; 0,887 ;;;;;
Riozinho/RS;RS;4315750;BRA.21.324_1; 4.676 ;0,661;0,69;0,885;0,472;0,206;0,048;0,33;0,239; 0,479 ;;;;;
Alto Alegre/RS;RS;4300554;BRA.21.8_1; 1.613 ;0,747;0,756;0,859;0,642;0,206;0,049;0,2;0,37; 0,887 ;;;;;
Áurea/RS;RS;4301552;BRA.21.444_1; 3.535 ;0,707;0,715;0,841;0,588;0,206;0,084;0,289;0,246; 0,691 ;;;;;
Conceição do Pará/MG;MG;3117603;BRA.13.195_1; 5.533 ;0,7;0,687;0,85;0,588;0,205;0,087;0,274;0,253; 0,652 ;;;;;
Cachoeiro de Itapemirim/ES;ES;3201209;BRA.8.15_1; 210.589 ;0,746;0,733;0,837;0,677;0,205;0,075;0,279;0,26; 0,883 ;;;;;
Cosmópolis/SP;SP;3512803;BRA.25.143_1; 73.474 ;0,769;0,746;0,876;0,697;0,205;0,116;0,249;0,249; 0,955 ;;;;;
Ouro Verde do Oeste/PR;PR;4117453;BRA.16.248_1; 6.016 ;0,709;0,688;0,817;0,634;0,205;0,083;0,3;0,231; 0,701 ;;;;;
